,LSOA11CD,Region,Local Authority name,Score,score_normalized,LSOA21CD,oa21cd,Classification Name,Urban Rural Classification
747891,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747892,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747893,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747894,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065503,Ageing Rural Communities ,Rural village and dispersed
747895,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065503,Ageing Rural Communities ,Rural village and dispersed
747896,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747897,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747898,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065503,Ageing Rural Communities ,Rural village and dispersed
747899,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747900,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747901,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747902,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065503,Ageing Rural Communities ,Rural village and dispersed
747903,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065503,Ageing Rural Communities ,Rural village and dispersed
747904,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747905,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747906,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747907,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747908,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747909,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747910,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747911,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747912,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747913,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747914,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747915,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747916,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747917,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747918,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747919,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747920,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747921,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747922,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747923,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747924,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747925,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747926,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747927,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747928,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747929,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747930,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747931,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747932,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747933,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747934,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747935,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747936,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747937,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747938,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747939,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747940,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747941,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747942,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747943,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747944,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747945,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747946,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747947,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747948,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747949,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065540,Ageing Rural Communities ,Rural village and dispersed
747950,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747951,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747952,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747953,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747954,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065543,Pre-Retirement Spacious Living ,Rural village and dispersed
747955,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747956,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747957,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747958,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065502,Ageing Rural Communities ,Rural village and dispersed
747959,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747960,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
747961,E01012986,Yorkshire and The Humber,East Riding of Yorkshire,87.1,4.88,E01012986,E00065541,Pre-Retirement Spacious Living ,Rural village and dispersed
756269,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756270,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066094,Families and Later Life ,Rural village and dispersed
756271,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066094,Families and Later Life ,Rural village and dispersed
756272,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066094,Families and Later Life ,Rural village and dispersed
756273,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066094,Families and Later Life ,Rural village and dispersed
756274,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756275,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066094,Families and Later Life ,Rural village and dispersed
756276,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756277,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756278,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756279,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756280,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066094,Families and Later Life ,Rural village and dispersed
756281,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756282,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756283,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756284,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756285,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756286,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756287,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756288,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756289,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066074,Industry Associations ,Rural village and dispersed
756290,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066074,Industry Associations ,Rural village and dispersed
756291,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066074,Industry Associations ,Rural village and dispersed
756292,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066074,Industry Associations ,Rural village and dispersed
756293,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066074,Industry Associations ,Rural village and dispersed
756294,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066094,Families and Later Life ,Rural village and dispersed
756295,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756296,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756297,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756298,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756299,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756300,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756301,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756302,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756303,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756304,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756305,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066096,Younger Established Suburban Communities ,Rural village and dispersed
756306,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066090,Retirement Pockets ,Rural village and dispersed
756307,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756308,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756309,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
756310,E01013099,Yorkshire and The Humber,East Riding of Yorkshire,87.6,5.08,E01013099,E00066095,Settled Owner-Occupied Suburbs ,Rural village and dispersed
769500,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769501,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769502,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769503,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769504,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769505,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067257,Retirement Spacious Living,Rural town and fringe
769506,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769507,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769508,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769509,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769510,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769511,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769512,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769513,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769514,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769515,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769516,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769517,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067256,Ageing Rural Communities ,Rural town and fringe
769518,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067257,Retirement Spacious Living,Rural town and fringe
769519,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769520,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769521,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769522,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067257,Retirement Spacious Living,Rural town and fringe
769523,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067259,Younger Established Suburban Communities ,Rural town and fringe
769524,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067259,Younger Established Suburban Communities ,Rural town and fringe
769525,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769526,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067259,Younger Established Suburban Communities ,Rural town and fringe
769527,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769528,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769529,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769530,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067259,Younger Established Suburban Communities ,Rural town and fringe
769531,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067259,Younger Established Suburban Communities ,Rural town and fringe
769532,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067259,Younger Established Suburban Communities ,Rural town and fringe
769533,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067259,Younger Established Suburban Communities ,Rural town and fringe
769534,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769535,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769536,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067261,Ageing Independent Living ,Rural town and fringe
769537,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067257,Retirement Spacious Living,Rural town and fringe
769538,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067257,Retirement Spacious Living,Rural town and fringe
769539,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067260,Ageing Independent Living ,Rural town and fringe
769540,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067257,Retirement Spacious Living,Rural town and fringe
769541,E01013327,Yorkshire and The Humber,North Lincolnshire,87.3,4.96,E01013327,E00067257,Retirement Spacious Living,Rural town and fringe
1020262,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020263,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020264,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020265,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020266,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020267,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020268,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020269,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020270,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020271,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020272,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020273,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020274,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020275,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020276,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020277,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020278,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087726,Industry Associations ,Rural village and dispersed
1020279,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087724,Ageing Rural Communities ,Rural village and dispersed
1020280,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
1020281,E01017369,South East,Isle of Wight,86.3,4.56,E01017369,E00087725,Pre-Retirement Spacious Living ,Rural village and dispersed
